0,0,0,0,0,0,0,1,2,1,2,5,5,5,14,9,23,21,32,44,62,72,85,107,134,180,230,282,354,404,432,477,523,538,584,599,572,523,501,405,339,289,259,230,171,164,109,93,79,57,60,38,39,29,26,23,14,18,9,10,9,7,11,7,4,4,4,1,1,3,3,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,1,3,8,3,3,3,11,18,14,24,23,15,34,56,51,68,80,77,122,178,213,258,288,341,378,410,450,503,512,501,490,511,497,424,422,370,320,242,228,199,146,116,88,91,82,57,51,49,32,31,29,21,16,17,12,13,9,6,7,7,7,6,5,5,3,2,2,1,2,2,0,1,2,1,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,1,2,0,0,0,0,1,6,5,3,5,1,8,11,11,26,22,33,33,37,41,53,52,77,101,117,174,210,221,270,341,389,412,446,517,531,520,516,504,500,421,408,346,283,239,204,199,156,137,113,92,85,68,46,31,35,27,21,17,18,12,17,10,13,7,9,5,3,3,3,2,2,2,0,4,1,0,3,2,2,3,2,0,1,0,0,1,4,1,0,0,0,0,1,0,0,0
1,0,1,0,2,1,2,2,8,6,6,11,11,18,18,26,24,30,55,56,81,88,111,134,168,214,198,298,325,373,377,454,471,536,526,511,501,493,448,378,346,298,261,211,210,149,144,100,93,66,56,43,49,40,33,22,24,13,17,14,16,10,7,12,3,3,4,5,3,4,2,5,4,3,4,4,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,4,2,4,2,4,4,8,6,6,9,6,12,14,18,19,15,36,26,50,54,58,75,87,124,144,172,196,274,328,314,423,480,479,511,571,524,527,517,492,404,378,305,275,189,190,155,134,107,73,70,63,58,47,36,34,26,25,21,11,20,5,13,9,7,9,5,3,3,4,3,4,4,6,2,0,3,1,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0
5,0,3,4,3,4,7,7,4,13,18,12,14,31,27,38,26,61,72,83,115,131,166,186,224,292,328,361,422,465,535,468,513,534,480,477,446,386,355,301,256,219,199,142,128,102,97,93,67,51,51,32,37,29,18,18,14,13,15,11,7,12,4,6,4,5,1,5,4,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,1,4,4,1,1,2,4,4,4,14,13,18,39,21,39,52,56,74,83,116,152,163,199,248,286,332,358,416,405,490,458,582,471,487,436,413,392,353,324,273,218,188,162,144,122,96,94,76,62,43,44,39,31,22,20,21,18,14,13,12,8,8,5,2,4,2,1,3,2,1,1,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,1,0,1,1,2,3,5,6,5,7,8,11,11,12,12,21,37,46,51,65,84,102,122,167,220,238,285,355,393,443,457,525,578,584,587,468,463,406,414,334,279,216,205,192,154,104,85,75,81,60,47,42,26,31,16,25,14,12,13,14,10,7,10,9,5,1,5,2,5,4,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1,2,0,1,3,2,4,6,8,9,8,10,19,15,20,27,37,57,52,65,96,121,126,137,146,233,278,303,340,429,478,465,524,508,515,534,515,472,435,361,298,259,215,186,159,116,115,84,76,68,56,26,39,26,34,24,18,12,10,13,7,10,2,10,5,2,5,3,4,3,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2,4,2,5,1,4,5,4,8,19,12,15,17,18,38,27,38,54,62,76,122,102,126,190,218,245,285,328,402,446,481,533,522,516,524,471,430,382,340,308,275,203,202,161,160,124,100,93,87,63,60,53,34,37,24,35,19,15,12,19,12,10,7,9,9,7,9,5,2,4,3,6,4,2,2,5,3,1,1,1,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,2,2,2,0,1,1,3,0,4,11,14,17,20,27,23,27,44,50,67,81,112,141,192,195,249,299,317,393,421,466,502,515,464,477,455,454,433,386,339,302,263,225,186,159,136,117,105,96,71,60,26,47,28,28,29,23,21,14,11,11,11,11,5,5,1,6,4,3,0,2,4,2,4,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,2,0,4,0,1,2,2,2,2,4,8,6,8,17,12,15,22,26,23,33,42,63,70,87,91,111,175,219,219,316,381,411,413,488,509,569,562,520,487,488,438,396,344,253,227,214,156,124,128,92,97,61,51,48,41,46,29,21,25,20,15,17,10,7,2,9,2,9,5,3,3,8,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,3,1,4,2,2,4,3,2,6,8,4,2,7,9,8,12,25,23,26,46,49,73,85,79,113,146,187,232,274,325,363,416,440,479,494,551,559,501,519,464,397,317,331,235,219,174,163,128,119,104,91,76,57,55,51,38,32,24,18,14,16,8,14,9,6,4,9,5,6,4,7,3,3,1,2,2,1,0,2,2,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
1,0,2,2,0,1,1,4,2,3,0,6,1,2,0,3,2,9,6,6,8,8,24,13,13,16,37,39,45,76,74,106,94,145,188,185,245,312,352,415,433,534,545,546,522,548,525,420,455,364,334,261,223,194,134,124,97,96,76,72,53,36,34,45,25,28,17,19,18,8,13,5,8,2,6,6,5,6,2,3,3,2,0,4,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,4,2,2,2,1,4,11,3,5,10,18,20,24,24,29,26,33,58,63,60,108,112,138,182,204,234,288,346,394,375,503,498,463,513,514,490,513,443,379,316,305,227,231,200,161,125,101,91,65,65,48,35,40,25,24,23,17,11,18,8,12,7,5,3,2,0,4,3,4,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,2,0,0,0,0,1,1,1,1,4,4,0,3,4,2,2,2,1,3,6,3,7,12,16,11,13,33,28,27,42,40,68,53,90,116,124,168,203,235,309,349,416,493,509,573,531,519,522,494,424,403,350,298,258,226,196,206,144,120,106,87,60,59,53,27,23,27,23,22,18,14,4,1,4,7,3,5,5,1,3,2,4,2,3,0,1,2,0,1,0,2,0,1,1,0
1,0,0,4,3,4,5,8,10,8,15,10,22,36,32,41,51,59,75,102,111,140,188,211,236,294,340,387,447,466,542,560,583,494,512,435,439,382,342,279,232,196,178,129,128,86,79,88,44,47,36,28,24,19,20,16,15,10,9,8,9,5,7,4,2,3,1,2,2,1,1,0,0,1,1,3,0,2,0,0,1,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,2,1,2,2,1,4,1,3,3,11,7,13,12,14,19,26,32,33,47,63,61,94,124,143,152,210,245,298,351,400,452,511,464,514,552,560,496,472,426,381,324,277,226,168,173,158,120,107,88,72,56,44,38,37,34,24,21,21,10,16,12,12,5,10,7,4,6,2,2,3,2,2,0,0,2,2,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
0,0,0,2,0,0,0,2,0,4,0,8,10,4,8,8,16,31,19,31,20,31,35,50,63,73,92,94,121,113,153,253,248,284,349,385,452,470,545,546,521,528,499,451,435,343,300,295,242,184,169,130,126,100,85,73,43,40,53,32,34,25,26,21,16,17,8,9,11,8,5,3,5,7,2,4,5,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,6,4,0,5,8,4,16,12,16,16,27,51,52,52,72,111,122,162,178,231,268,400,388,425,472,565,503,498,565,547,492,438,369,353,317,252,203,185,160,109,109,86,69,57,58,37,34,41,21,16,14,17,11,13,15,4,7,6,6,4,1,2,3,3,1,2,2,0,2,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,2,0,2,0,1,1,3,4,5,6,7,8,21,26,27,35,38,67,66,99,129,155,170,206,314,311,368,405,463,492,551,529,531,512,486,446,437,357,327,255,238,183,168,137,117,80,81,62,49,39,37,28,25,24,23,18,14,9,6,8,3,9,6,3,7,2,1,1,0,5,1,2,2,1,1,0,1,1,1,0,0,0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0
1,1,0,1,1,4,7,8,13,9,14,20,25,34,52,47,77,92,117,100,131,181,210,274,312,396,419,481,538,497,538,576,554,493,419,401,325,295,243,243,178,157,122,103,103,77,60,52,41,30,27,29,20,20,16,15,9,12,6,9,6,5,8,3,4,2,1,1,2,5,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,10,3,6,9,14,15,18,36,25,57,45,84,90,111,139,175,223,278,305,336,402,423,506,552,576,561,516,504,462,428,365,318,266,241,213,181,130,113,94,86,71,54,34,42,34,27,26,16,20,15,15,7,12,5,10,2,7,3,3,5,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,3,4,7,4,9,10,18,17,30,43,39,62,88,100,129,189,174,275,295,353,393,423,496,514,578,591,583,489,492,423,396,332,244,235,208,159,133,104,107,95,56,56,49,50,37,25,19,16,7,10,19,8,6,7,4,6,6,6,4,1,4,4,2,3,1,0,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,0,4,4,0,4,5,10,11,11,10,12,13,19,32,31,57,68,89,88,139,150,181,223,256,294,354,388,455,490,525,535,568,515,474,475,406,350,333,255,222,178,151,128,118,99,76,73,57,47,37,26,40,31,20,18,14,19,7,9,10,10,8,5,2,0,2,5,0,2,1,1,0,1,1,1,1,1,0,1,1,1,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0,5,2,3,2,2,3,5,9,6,7,16,10,20,15,27,22,37,37,38,61,95,109,116,137,171,241,266,277,344,386,415,435,508,495,496,483,463,463,416,340,344,274,238,193,166,148,120,108,105,77,58,71,46,46,45,27,34,17,12,15,14,7,12,10,3,5,3,3,4,3,1,2,1,1,0,1,1,0,0,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3,3,3,4,5,9,9,13,19,14,28,23,29,47,50,70,97,104,134,182,231,275,327,402,422,491,517,544,581,538,540,552,457,394,339,302,283,213,170,124,128,110,81,79,55,49,52,25,35,27,22,11,11,12,8,8,11,7,3,4,4,3,3,1,1,2,4,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,2,2,4,0,3,0,6,7,2,8,12,17,15,24,25,44,50,71,66,93,105,175,191,221,269,346,397,458,516,535,508,578,545,556,514,435,374,321,290,252,190,192,166,137,95,79,55,61,46,36,44,21,25,19,20,16,14,10,11,10,9,7,3,5,4,1,0,3,2,5,2,2,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,3,4,2,6,5,7,9,10,8,7,8,9,20,37,47,62,71,93,110,149,166,172,228,282,330,383,443,473,514,515,531,505,525,474,425,393,371,285,250,202,172,145,123,107,86,67,67,52,42,45,30,27,15,14,15,17,10,9,10,12,8,1,6,3,1,2,3,3,1,2,5,2,4,0,1,1,1,0,0,0,2,1,0,0,2,1,1,0,0,0,0,0,0
0,0,0,1,2,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,5,2,3,1,3,2,0,5,4,13,10,14,24,28,36,35,47,51,68,82,114,125,158,203,205,278,385,380,401,519,519,522,570,513,520,469,442,384,316,270,253,203,161,140,121,105,101,79,65,48,31,41,28,14,20,19,19,10,9,11,13,6,10,4,9,2,2,6,2,5,1,1,2,2,2,4,2,0,1
0,1,4,3,2,2,4,3,5,10,20,15,27,24,32,34,46,53,69,82,113,123,169,219,242,234,330,352,447,461,517,533,539,546,493,512,431,410,330,324,273,231,188,151,112,107,101,69,52,51,44,31,22,21,24,17,18,9,8,7,7,6,3,8,6,4,0,0,3,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2,4,2,5,6,7,7,5,11,17,14,17,28,42,40,48,83,89,125,133,162,234,264,264,323,400,453,474,535,514,546,550,552,531,445,424,310,275,241,206,180,149,121,95,97,69,59,35,30,34,23,14,16,12,14,14,7,5,5,7,7,7,3,4,1,3,0,1,2,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,5,4,4,6,7,2,12,11,13,14,10,25,15,18,40,40,50,61,83,112,147,169,197,250,284,325,353,451,437,502,516,492,568,507,474,472,406,363,318,244,210,176,147,131,99,94,67,62,55,34,30,27,14,23,17,22,15,13,11,3,6,6,1,1,2,5,2,3,3,2,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,1,0,1,2,2,0,2,3,7,7,18,18,16,34,36,42,51,54,81,87,113,155,179,208,243,323,332,427,458,471,523,505,581,521,472,483,405,404,340,274,237,215,152,142,119,86,75,64,62,35,45,42,24,17,16,18,14,12,9,4,8,8,6,4,4,0,2,2,2,1,0,1,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,3,5,1,2,1,4,4,4,12,15,10,11,21,28,32,48,46,48,83,87,102,125,147,185,190,244,285,336,384,446,451,531,485,510,534,511,458,428,374,328,287,231,186,170,135,120,87,88,67,45,59,54,35,35,18,27,19,14,12,10,7,10,9,7,2,1,3,3,3,3,3,3,2,2,1,1,2,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
